id,trabajo,gastos,ingresos,activos
1532,tiempo parcial,35,68,1500
2103,fijo,35,66,0
1931,fijo,60,75,5500
3085,tiempo parcial,47,119,0
1440,fijo,75,400,0
4167,fijo,35,102,0
2284,freelance,35,140,0
3601,fijo,45,167,3000
3272,tiempo parcial,54,88,0
309,fijo,60,138,3000
2059,fijo,45,80,2500
1208,freelance,35,NA,60000
2742,fijo,35,140,16000
2129,fijo,60,212,2200
1789,tiempo parcial,35,118,0
2351,otros,45,75,5000
4381,tiempo parcial,35,48,0
2208,fijo,60,210,8000
2849,freelance,35,129,0
2278,tiempo parcial,35,115,2000
1322,fijo,105,198,3500
4108,fijo,54,187,0
63,fijo,35,70,0
1303,freelance,60,606,6000
3198,tiempo parcial,60,203,0
298,otros,45,69,12000
1080,fijo,75,350,7000
1711,fijo,35,60,0
1217,freelance,54,90,2000
3245,freelance,75,NA,6000
4440,freelance,60,NA,15000
1837,fijo,35,80,0
2730,freelance,60,NA,5000
955,tiempo parcial,75,125,4500
2945,fijo,35,65,0
1960,freelance,45,185,60000
760,fijo,60,95,3000
176,fijo,35,147,3500
2726,freelance,60,35,10000
3874,freelance,45,100,0
2046,fijo,35,150,0
2114,fijo,74,139,0
1911,tiempo parcial,75,82,3000
2091,fijo,35,52,0
4249,fijo,60,210,5000
244,tiempo parcial,60,120,2500
2098,fijo,35,136,0
1969,fijo,35,147,1500
1507,tiempo parcial,120,300,8000
2057,freelance,90,190,10000
182,fijo,113,230,0
154,tiempo parcial,60,60,0
4088,fijo,60,695,18000
734,fijo,45,NA,0
3280,fijo,35,183,10000
2584,freelance,35,NA,0
1777,fijo,45,142,6000
3357,fijo,50,151,0
957,tiempo parcial,35,155,6500
2295,freelance,90,152,6000
910,freelance,90,200,6000
3923,freelance,35,78,3500
1897,fijo,35,110,0
1665,fijo,45,98,4000
286,freelance,60,380,35000
161,freelance,90,210,15000
731,fijo,56,111,0
4272,fijo,75,120,7500
531,fijo,60,150,0
3223,otros,45,105,25000
3938,otros,55,100,8000
4005,fijo,35,113,3500
867,fijo,45,90,3000
1152,freelance,45,145,5000
2826,freelance,45,230,0
1520,freelance,90,250,13500
3119,fijo,35,104,2500
4333,freelance,35,NA,0
2666,fijo,35,51,0
2371,tiempo parcial,50,50,0
4408,fijo,46,110,0
1727,fijo,83,80,0
814,fijo,75,135,4000
2854,fijo,75,NA,7000
2733,fijo,60,66,5000
768,fijo,90,250,9000
319,fijo,45,227,3000
3230,tiempo parcial,82,72,0
3762,fijo,35,245,5000
2088,fijo,60,69,0
112,fijo,45,217,9000
3636,fijo,60,300,7000
1199,fijo,60,400,6000
3537,otros,45,103,20000
1579,freelance,60,125,6000
2427,fijo,103,126,3500
3903,fijo,60,196,7000
942,freelance,60,NA,0
984,fijo,45,156,5000
414,fijo,63,175,0
2747,otros,35,58,18000
906,freelance,60,NA,6500
3934,tiempo parcial,35,139,4000
3472,fijo,35,129,3500
1871,fijo,75,126,0
3481,fijo,35,143,4000
2113,fijo,51,63,0
3625,fijo,64,188,0
312,freelance,75,160,15000
1075,fijo,75,116,3000
297,freelance,90,166,12500
487,freelance,60,87,3500
2081,tiempo parcial,85,97,6000
1282,otros,45,25,3500
1067,fijo,75,100,5000
2078,fijo,45,206,4000
4236,fijo,71,107,4000
3677,freelance,60,182,5000
927,fijo,90,250,3000
1285,tiempo parcial,61,160,0
4121,fijo,68,234,0
2833,otros,105,88,3500
1273,fijo,35,140,3000
3210,fijo,89,140,0
1607,fijo,35,96,0
1488,tiempo parcial,35,63,0
2765,fijo,60,130,6000
2814,fijo,35,110,2000
1278,fijo,35,79,0
1950,tiempo parcial,35,56,0
683,fijo,60,150,0
2145,fijo,35,45,0
4168,freelance,35,NA,NA
2682,fijo,53,178,0
2223,fijo,75,165,5000
1746,freelance,45,54,7000
2166,freelance,75,215,15000
2785,fijo,60,107,6000
1890,fijo,91,162,3000
2077,fijo,75,NA,5000
4407,fijo,57,124,0
2789,fijo,35,300,10000
744,freelance,60,166,4000
2882,freelance,45,NA,0
2028,tiempo parcial,35,53,0
1122,fijo,45,80,2000
2353,fijo,75,136,4000
1116,fijo,35,200,5000
1296,fijo,80,200,15000
2321,fijo,60,90,5000
1979,freelance,35,NA,0
4071,fijo,75,78,4000
1130,fijo,35,175,3000
3301,fijo,90,115,2500
3770,freelance,35,196,7000
1530,otros,35,NA,10000
2286,fijo,60,95,6500
2262,fijo,92,170,0
4185,fijo,35,60,0
672,freelance,75,70,3572
77,freelance,90,500,4000
4056,fijo,45,72,3500
514,fijo,75,150,3000
1369,fijo,35,50,0
644,freelance,75,100,27000
2082,fijo,75,180,4000
3890,fijo,45,90,6000
2676,freelance,35,NA,60000
886,freelance,35,113,13000
343,fijo,60,154,3000
540,fijo,60,256,3000
1063,fijo,60,133,2000
847,fijo,90,110,15000
2597,fijo,45,176,0
4422,tiempo parcial,35,108,0
869,tiempo parcial,90,197,5000
4225,fijo,60,106,7000
3570,fijo,35,72,0
3020,fijo,104,138,5000
1698,fijo,75,260,3000
2749,tiempo parcial,45,110,0
1675,fijo,35,60,0
181,tiempo parcial,45,75,2000
3179,fijo,168,325,0
2472,fijo,35,90,5000
3749,fijo,60,108,0
3875,fijo,60,78,2500
4436,freelance,45,NA,0
4297,fijo,35,87,2500
4359,tiempo parcial,35,100,12000
2878,tiempo parcial,35,150,0
3581,tiempo parcial,60,45,0
433,freelance,54,186,0
842,fijo,53,80,0
1423,freelance,90,180,0
1064,freelance,75,500,14000
4027,fijo,45,120,10000
121,fijo,75,135,5500
2347,fijo,60,130,4000
2340,fijo,35,80,4000
4283,fijo,35,56,0
3755,fijo,60,150,0
3940,fijo,43,82,0
629,freelance,74,140,0
3695,fijo,35,160,3100
2745,fijo,35,117,0
4260,tiempo parcial,35,100,0
953,freelance,60,350,7500
4097,freelance,75,314,10000
1841,fijo,101,110,0
1775,fijo,45,120,5000
4281,freelance,45,NA,0
4276,fijo,45,118,10000
1164,fijo,35,73,0
3918,fijo,45,107,0
2609,fijo,54,187,0
3735,fijo,65,198,0
3527,fijo,45,90,6000
3458,freelance,35,178,9000
2958,fijo,60,216,5000
2159,fijo,50,148,0
832,fijo,60,72,2500
713,fijo,35,157,7000
419,fijo,35,60,0
3473,freelance,45,NA,5000
144,freelance,75,NA,50000
4009,fijo,45,115,9500
2134,fijo,60,50,0
4395,fijo,35,120,0
3757,fijo,45,100,37000
1187,fijo,60,325,0
4198,freelance,35,NA,80000
3501,fijo,45,116,4000
2363,freelance,75,200,19000
413,fijo,45,176,4500
3638,fijo,45,100,9000
3088,freelance,35,85,0
3109,fijo,45,168,11500
3476,fijo,54,92,0
801,fijo,45,124,3000
1308,fijo,45,165,3000
2151,tiempo parcial,75,125,8500
322,fijo,60,150,3500
1659,freelance,90,301,2000
605,fijo,105,274,8000
2554,fijo,35,125,1500
2997,freelance,45,176,16200
1344,fijo,60,54,0
4338,fijo,35,117,4000
1805,fijo,35,250,8000
1690,fijo,60,320,4000
3392,otros,35,33,6000
555,freelance,75,80,30000
3401,fijo,35,295,6000
3219,freelance,41,55,0
1300,fijo,35,132,3500
3041,fijo,35,91,0
2961,fijo,35,198,7000
4223,freelance,45,NA,5000
1627,fijo,35,280,0
1463,fijo,45,125,6000
2525,otros,45,45,32000
3958,freelance,35,107,4500
3469,fijo,45,75,6000
1376,fijo,88,125,0
2735,freelance,45,150,13000
699,freelance,75,NA,3000
143,freelance,90,350,150000
2646,fijo,35,62,0
3162,tiempo parcial,35,77,0
3282,tiempo parcial,35,60,0
3916,fijo,60,110,5000
2695,freelance,60,NA,11000
3153,fijo,60,145,5000
1909,fijo,57,124,0
3931,freelance,75,300,18000
912,NA,45,NA,0
3736,freelance,35,130,4650
1486,freelance,60,107,17000
2713,freelance,60,70,10000
2503,freelance,76,164,3000
538,freelance,75,205,4000
4352,fijo,70,100,0
4316,freelance,70,102,0
2006,freelance,60,NA,0
3180,fijo,35,55,12000
1454,fijo,60,136,7000
3033,fijo,35,122,5000
1760,fijo,45,122,3000
21,fijo,46,107,0
3331,fijo,60,140,4000
3204,freelance,35,95,7000
1714,fijo,60,161,5000
1203,fijo,43,80,0
70,fijo,93,176,7500
442,fijo,45,133,5000
2362,fijo,45,245,14000
4035,fijo,70,250,NA
1037,fijo,45,195,17000
2657,freelance,72,120,100000
2851,otros,35,80,7000
4269,fijo,75,200,9000
3776,fijo,35,162,0
2817,fijo,35,163,0
2063,fijo,71,112,8000
4442,fijo,45,219,4000
2346,tiempo parcial,60,115,4000
3493,freelance,35,183,45000
705,fijo,65,54,0
697,fijo,75,250,2500
2022,freelance,60,NA,0
3327,otros,77,24,0
1280,fijo,35,183,8000
4288,freelance,40,50,NA
3966,tiempo parcial,75,NA,0
2544,fijo,51,159,0
1424,fijo,60,50,5000
2178,fijo,45,94,0
959,fijo,75,117,2000
2069,freelance,90,700,28000
4303,fijo,45,150,5000
372,fijo,45,120,3500
933,fijo,45,265,2500
3177,fijo,45,122,4000
1786,fijo,45,148,0
3642,fijo,35,101,0
2509,tiempo parcial,45,312,10000
406,fijo,45,160,0
2578,fijo,45,NA,0
1450,fijo,45,100,5500
689,fijo,35,85,0
2908,fijo,60,152,7000
3859,fijo,35,70,0
836,freelance,70,250,4100
1718,fijo,75,154,0
1709,fijo,59,140,0
425,fijo,86,110,0
2675,otros,45,192,4000
2577,freelance,113,83,0
1663,freelance,48,25,0
2953,fijo,35,202,4000
1267,fijo,90,120,6000
4110,fijo,35,160,3000
976,fijo,90,464,5000
780,fijo,60,260,4000
1227,freelance,90,150,5000
4179,fijo,35,160,3000
2721,fijo,35,55,0
1615,fijo,75,200,5000
1151,fijo,75,135,18000
3887,freelance,45,NA,4000
4100,fijo,75,80,4000
35,fijo,35,170,0
3752,fijo,45,25,3000
4235,fijo,60,92,6000
3910,tiempo parcial,35,131,4500
3721,fijo,35,247,5000
1937,fijo,35,60,0
993,tiempo parcial,45,95,5000
2618,fijo,45,104,12000
1135,freelance,45,130,8500
813,fijo,90,500,20000
1464,freelance,35,100,0
2147,fijo,60,118,0
1234,freelance,54,90,0
41,fijo,44,90,0
3681,fijo,35,100,0
16,fijo,75,131,4162
2174,fijo,47,120,8000
3459,fijo,46,108,0
2759,fijo,45,70,7500
1639,freelance,45,40,17000
4182,fijo,45,80,3000
3383,fijo,45,108,9000
3464,tiempo parcial,35,165,8000
1905,fijo,60,110,6500
2689,fijo,90,111,10000
4078,fijo,90,116,4000
4331,fijo,35,177,4000
1996,fijo,60,110,4500
3545,fijo,35,100,8500
708,freelance,35,NA,20000
3825,otros,35,NA,0
3090,fijo,58,133,0
649,tiempo parcial,60,137,2700
3254,freelance,60,83,7500
2820,fijo,59,136,0
1566,otros,45,391,6500
56,freelance,85,100,0
3522,fijo,35,53,0
1540,fijo,75,100,0
492,freelance,60,155,4500
360,tiempo parcial,45,NA,10000
3297,fijo,35,160,2000
964,freelance,45,430,70000
3151,fijo,105,139,2500
1707,fijo,86,109,0
3619,fijo,45,130,0
4021,fijo,35,100,4000
168,freelance,75,125,6000
3196,fijo,45,350,NA
23,tiempo parcial,105,112,2000
4278,fijo,60,149,12000
3773,fijo,35,NA,12500
1787,fijo,57,116,0
1331,fijo,60,154,5500
3624,freelance,35,142,4000
3827,fijo,60,109,0
636,tiempo parcial,35,42,0
3098,fijo,35,125,10000
2723,freelance,60,NA,0
2464,freelance,60,60,47500
2706,fijo,35,96,0
3744,freelance,35,107,54000
1598,freelance,75,NA,4000
3998,fijo,35,300,4000
2373,freelance,75,120,5000
617,freelance,90,250,4000
978,fijo,35,90,0
1552,fijo,75,180,3500
4271,freelance,35,101,0
2847,fijo,60,118,5000
